file_path,file_id,curve_idx,kcanti,defl_sens,hertz_ind_geometry,hertz_tip_parameter,hertz_apply_BEC,hertz_BEC_model,hertz_fit_hline_on_baseline,hertz_delta0,hertz_E0,hertz_f0,hertz_slope,hertz_poisson_ratio,hertz_sample_height,hertz_MAE,hertz_MSE,hertz_RMSE,hertz_Rsquared,hertz_chisq,hertz_redchi
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.07.49.604.jpk-force-map,map-data-2022.10.29-12.07.49.604.jpk-force-map,9,0.191,14.67850538317155,paraboloid,5e-06,False,,False,5.506387972500397e-08,372.44314859391875,-4.949902071957667e-11,,0.5,,3.161871034970554e-22,2.193231523558983e-21,4.6831949815900075e-11,0.9179044460665993,-8.105083514157586e-09,-2.701694504719195e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.07.49.604.jpk-force-map,map-data-2022.10.29-12.07.49.604.jpk-force-map,8,0.191,14.67850538317155,paraboloid,5e-06,False,,False,7.190477151181001e-08,507.9372512270963,-7.227645039029363e-11,,0.5,,-6.403398488669428e-23,2.040083833031393e-21,4.516728720026689e-11,0.917754253913182,-1.9558754725849063e-08,-6.519584908616354e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.07.49.604.jpk-force-map,map-data-2022.10.29-12.07.49.604.jpk-force-map,10,0.191,14.67850538317155,paraboloid,5e-06,False,,False,1.538404739958189e-07,566.8668582228479,-7.841209384764867e-11,,0.5,,2.526214398052844e-19,1.9100713455679488e-21,4.3704363003800307e-11,0.9099690204253279,1.3243402565454e-09,4.4144675218180003e-10
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.07.49.604.jpk-force-map,map-data-2022.10.29-12.07.49.604.jpk-force-map,14,0.191,14.67850538317155,paraboloid,5e-06,False,,False,7.523481944442476e-08,415.7119620469739,-2.5713597291045796e-11,,0.5,,2.4403458950283324e-19,3.0354567469700285e-21,5.509497932634178e-11,0.8772868298267402,2.792069171948226e-08,9.30689723982742e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.07.49.604.jpk-force-map,map-data-2022.10.29-12.07.49.604.jpk-force-map,13,0.191,14.67850538317155,paraboloid,5e-06,False,,False,2.2807514382670937e-07,1048.989440344276,-3.341440975603384e-11,,0.5,,1.1982156577775827e-22,1.7612309862564344e-21,4.196702260414044e-11,0.8990916801317893,7.61030853532186e-09,2.5367695117739536e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.07.49.604.jpk-force-map,map-data-2022.10.29-12.07.49.604.jpk-force-map,15,0.191,14.67850538317155,paraboloid,5e-06,False,,False,5.1787487801850594e-08,406.7078201541102,-1.9810542602792775e-11,,0.5,,1.3969646424834787e-21,2.79880792844531e-21,5.290376100472735e-11,0.8841300739573826,2.5902920116782813e-08,8.63430670559427e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.08.50.643.jpk-force-map,map-data-2022.10.29-12.08.50.643.jpk-force-map,0,0.191,14.67850538317155,paraboloid,5e-06,False,,False,2.0061359437578022e-07,2797.0194462389236,-1.1507922053785476e-10,,0.5,,9.215179563329012e-20,2.028632414536541e-21,4.5040342078369486e-11,0.8573138552920713,-2.072494284433136e-08,-6.908314281443786e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.08.50.643.jpk-force-map,map-data-2022.10.29-12.08.50.643.jpk-force-map,1,0.191,14.67850538317155,paraboloid,5e-06,False,,False,2.718270087794669e-07,892.993343410293,-1.0366326278718474e-11,,0.5,,6.43553902107439e-22,9.735100007061223e-22,3.1201121786021127e-11,0.9302361875094518,3.396072837669272e-09,1.1320242792230907e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.08.50.643.jpk-force-map,map-data-2022.10.29-12.08.50.643.jpk-force-map,2,0.191,14.67850538317155,paraboloid,5e-06,False,,False,1.0389965423373824e-07,576.4918831710444,-1.8062229764558068e-11,,0.5,,1.0531021688355018e-20,1.3511638019266481e-21,3.675818006820588e-11,0.8953347019549158,8.352728537524846e-10,2.7842428458416154e-10
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.08.50.643.jpk-force-map,map-data-2022.10.29-12.08.50.643.jpk-force-map,3,0.191,14.67850538317155,paraboloid,5e-06,False,,False,2.802749385433145e-07,2201.254504598797,-4.889051961009445e-11,,0.5,,-8.461144544962057e-24,1.4513150647235853e-21,3.8096129261692524e-11,0.874738783658073,1.4880350280222738e-08,4.960116760074246e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.08.50.643.jpk-force-map,map-data-2022.10.29-12.08.50.643.jpk-force-map,5,0.191,14.67850538317155,paraboloid,5e-06,False,,False,1.608874322459721e-07,520.9673159989229,-3.731293553617666e-11,,0.5,,1.1020431358465102e-26,1.707059768922664e-21,4.131657983089433e-11,0.9108687516393387,-2.122487831431276e-09,-7.074959438104253e-10
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.08.50.643.jpk-force-map,map-data-2022.10.29-12.08.50.643.jpk-force-map,4,0.191,14.67850538317155,paraboloid,5e-06,False,,False,1.4647139005441268e-07,976.5778023387381,-4.583798212661678e-11,,0.5,,-3.951499741495355e-27,1.3805148454678095e-21,3.715528018287319e-11,0.8900810534796184,-1.8187927773018835e-08,-6.062642591006278e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.08.50.643.jpk-force-map,map-data-2022.10.29-12.08.50.643.jpk-force-map,7,0.191,14.67850538317155,paraboloid,5e-06,False,,False,4.3959137536220544e-08,624.8477603814047,-3.727772636493286e-11,,0.5,,1.0407210354274675e-21,1.2503351269986338e-21,3.536007815317486e-11,0.9316697657434514,8.444147365522029e-09,2.8147157885073427e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.08.50.643.jpk-force-map,map-data-2022.10.29-12.08.50.643.jpk-force-map,6,0.191,14.67850538317155,paraboloid,5e-06,False,,False,6.09924019150162e-08,833.6330219843846,-2.1234854352271887e-11,,0.5,,2.3727840799733342e-22,1.2863223266032677e-21,3.58653360029328e-11,0.9401099951725173,4.178325105021477e-09,1.3927750350071592e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.08.50.643.jpk-force-map,map-data-2022.10.29-12.08.50.643.jpk-force-map,9,0.191,14.67850538317155,paraboloid,5e-06,False,,False,2.9730201187132764e-07,1563.6707383166638,-6.872229757784073e-11,,0.5,,8.547506296530887e-20,1.1200253917545374e-21,3.34667804211062e-11,0.9361482704500338,-5.912681864975352e-09,-1.970893954991784e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.08.50.643.jpk-force-map,map-data-2022.10.29-12.08.50.643.jpk-force-map,10,0.191,14.67850538317155,paraboloid,5e-06,False,,False,6.356756952321143e-08,695.8020466701737,-5.533123108445583e-11,,0.5,,5.574281252935517e-20,1.3941890000316727e-21,3.733884036806275e-11,0.9103662410301412,4.758536475193792e-09,1.5861788250645975e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.08.50.643.jpk-force-map,map-data-2022.10.29-12.08.50.643.jpk-force-map,8,0.191,14.67850538317155,paraboloid,5e-06,False,,False,6.981543662787122e-08,414.9001605134758,1.3207293812098517e-11,,0.5,,-9.366475948551303e-22,1.7319739280238378e-21,4.161699085738705e-11,0.9360693806919771,-9.83858724213988e-10,-3.279529080713293e-10
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.08.50.643.jpk-force-map,map-data-2022.10.29-12.08.50.643.jpk-force-map,11,0.191,14.67850538317155,paraboloid,5e-06,False,,False,1.892930412307087e-06,627.4586270151361,-2.3151317505703498e-11,,0.5,,5.9722171661194655e-25,1.0778475505460597e-20,1.0381943703112919e-10,0.0,1.9506535893334307e-09,6.502178631111436e-10
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.08.50.643.jpk-force-map,map-data-2022.10.29-12.08.50.643.jpk-force-map,12,0.191,14.67850538317155,paraboloid,5e-06,False,,False,1.0229061398494438e-07,665.8872701878037,-1.495127900865464e-11,,0.5,,8.578218183112804e-22,2.063358198589362e-21,4.5424202784301695e-11,0.8934055880861241,1.720538465652306e-08,5.73512821884102e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.08.50.643.jpk-force-map,map-data-2022.10.29-12.08.50.643.jpk-force-map,13,0.191,14.67850538317155,paraboloid,5e-06,False,,False,6.747765441346675e-08,429.39500236740776,2.0530897993055556e-12,,0.5,,3.3174695279357736e-19,1.995803981046668e-21,4.467442200014084e-11,0.9412942547833368,3.232959596058186e-09,1.077653198686062e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.08.50.643.jpk-force-map,map-data-2022.10.29-12.08.50.643.jpk-force-map,14,0.191,14.67850538317155,paraboloid,5e-06,False,,False,6.973932509417413e-08,936.2853725894593,5.266912253222062e-12,,0.5,,1.570507067021783e-22,8.87563512221843e-22,2.97920041659141e-11,0.9587690029497746,-1.4638164625427637e-09,-4.879388208475879e-10
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.08.50.643.jpk-force-map,map-data-2022.10.29-12.08.50.643.jpk-force-map,15,0.191,14.67850538317155,paraboloid,5e-06,False,,False,1.2698299007477205e-07,821.761732237685,-3.9854823500170457e-11,,0.5,,6.36494866266407e-22,1.8187769197083433e-21,4.26471208841622e-11,0.8733034039211854,4.779655458465475e-09,1.5932184861551585e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.18.25.942.jpk-force-map,map-data-2022.10.29-12.18.25.942.jpk-force-map,0,0.191,14.67850538317155,paraboloid,5e-06,False,,False,2.995782921219066e-07,1426.2392006200382,-4.0585644341094005e-11,,0.5,,5.3713026789157645e-27,9.881379885395641e-22,3.143466221449762e-11,0.9357464868095519,4.23122559726242e-08,1.4104085324208065e-08
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.18.25.942.jpk-force-map,map-data-2022.10.29-12.18.25.942.jpk-force-map,1,0.191,14.67850538317155,paraboloid,5e-06,False,,False,1.992675674900462e-07,1160.6034515359186,-6.180552665593641e-12,,0.5,,1.1515316910729805e-21,1.4602779156615154e-21,3.8213582868680545e-11,0.8926045100332288,4.072281217578731e-09,1.3574270725262436e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.18.25.942.jpk-force-map,map-data-2022.10.29-12.18.25.942.jpk-force-map,2,0.191,14.67850538317155,paraboloid,5e-06,False,,False,0.0007109549312825633,34853.136370249966,-2.48750825074863e-11,,0.5,,2.319630632531516e-22,1.1085995736529351e-20,1.0529005525940877e-10,0.0,-6.2488953285675625e-09,-2.082965109522521e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.18.25.942.jpk-force-map,map-data-2022.10.29-12.18.25.942.jpk-force-map,3,0.191,14.67850538317155,paraboloid,5e-06,False,,False,3.877012064435221e-08,804.3618528089243,-4.054480402389265e-11,,0.5,,7.439761529836357e-20,1.212947706525861e-21,3.482739879069152e-11,0.9322282676961081,-1.131383699670296e-08,-3.771278998900986e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.18.25.942.jpk-force-map,map-data-2022.10.29-12.18.25.942.jpk-force-map,5,0.191,14.67850538317155,paraboloid,5e-06,False,,False,1.8251185709492603e-07,1199.420826664338,-1.9904229557009995e-11,,0.5,,5.241968872144378e-22,1.4509247548813158e-21,3.809100622038378e-11,0.9051682850907002,1.530152394346519e-08,5.100507981155064e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.18.25.942.jpk-force-map,map-data-2022.10.29-12.18.25.942.jpk-force-map,4,0.191,14.67850538317155,paraboloid,5e-06,False,,False,1.831685341970244e-07,889.8517093642329,-2.7744048012092237e-11,,0.5,,2.739243511936764e-22,1.3641523151658339e-21,3.693443264984361e-11,0.8855737997527104,4.382760250164483e-09,1.460920083388161e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.18.25.942.jpk-force-map,map-data-2022.10.29-12.18.25.942.jpk-force-map,9,0.191,14.67850538317155,paraboloid,5e-06,False,,False,0.0007102321129577251,36879.66276637112,-6.752294084375329e-11,,0.5,,2.4195704330010924e-22,1.4001092417927223e-20,1.1832621188023904e-10,0.0,3.209105607442045e-08,1.0697018691473484e-08
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.18.25.942.jpk-force-map,map-data-2022.10.29-12.18.25.942.jpk-force-map,7,0.191,14.67850538317155,paraboloid,5e-06,False,,False,2.0814349791937786e-07,1339.1944342973875,-4.8646617922294835e-11,,0.5,,-1.2686211232197197e-22,1.0873157364171706e-21,3.2974470980095656e-11,0.9102747441437302,3.5424835236383203e-08,1.1808278412127735e-08
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.18.25.942.jpk-force-map,map-data-2022.10.29-12.18.25.942.jpk-force-map,6,0.191,14.67850538317155,paraboloid,5e-06,False,,False,3.004194907150571e-07,1053.3449277706152,-3.001529681735802e-11,,0.5,,-1.223900787915631e-23,9.325382794902726e-22,3.053748973786602e-11,0.9459704798219567,3.5385073060477586e-09,1.179502435349253e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.18.25.942.jpk-force-map,map-data-2022.10.29-12.18.25.942.jpk-force-map,8,0.191,14.67850538317155,paraboloid,5e-06,False,,False,6.976988193779847e-08,309.75915268076795,5.190688194725872e-12,,0.5,,3.207550875755692e-20,1.2942240657792302e-21,3.5975325791147886e-11,0.9539075528508527,2.6515603725280675e-09,8.838534575093559e-10
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.18.25.942.jpk-force-map,map-data-2022.10.29-12.18.25.942.jpk-force-map,10,0.191,14.67850538317155,paraboloid,5e-06,False,,False,5.776174345386805e-07,637.2532977557794,-3.563058666931913e-11,,0.5,,3.574974566941791e-22,1.0655472363297397e-20,1.0322534748450788e-10,0.0,7.205771363572042e-09,2.4019237878573475e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.18.25.942.jpk-force-map,map-data-2022.10.29-12.18.25.942.jpk-force-map,11,0.191,14.67850538317155,paraboloid,5e-06,False,,False,1.021909492668748e-07,450.02574299011513,-5.994824090172135e-11,,0.5,,1.3708628491653724e-19,1.6647831365613264e-21,4.080175408681992e-11,0.9100740525041554,-5.661323726238035e-09,-1.8871079087460117e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.18.25.942.jpk-force-map,map-data-2022.10.29-12.18.25.942.jpk-force-map,12,0.191,14.67850538317155,paraboloid,5e-06,False,,False,8.137509160929875e-08,661.804181045548,-7.458641085651197e-11,,0.5,,1.6076308917994883e-23,1.2819581402952598e-21,3.5804443024508283e-11,0.9338264501481195,-3.779906816670061e-09,-1.2599689388900202e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.18.25.942.jpk-force-map,map-data-2022.10.29-12.18.25.942.jpk-force-map,13,0.191,14.67850538317155,paraboloid,5e-06,False,,False,1.6233960032667413e-07,603.0082854104426,-1.4003516591297681e-11,,0.5,,-1.898430712228071e-21,1.884073796892672e-21,4.340591891542756e-11,0.9042013372260592,4.610613612014386e-09,1.5368712040047952e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.18.25.942.jpk-force-map,map-data-2022.10.29-12.18.25.942.jpk-force-map,14,0.191,14.67850538317155,paraboloid,5e-06,False,,False,1.5834511938638084e-07,572.7465166114621,-5.351602643335657e-11,,0.5,,3.321076446373617e-23,1.6451063171704266e-21,4.055991022142957e-11,0.8935238616446135,-3.771702576381445e-09,-1.2572341921271484e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.18.25.942.jpk-force-map,map-data-2022.10.29-12.18.25.942.jpk-force-map,15,0.191,14.67850538317155,paraboloid,5e-06,False,,False,1.4556246621558816e-06,349.48322324313557,-3.079144872071933e-11,,0.5,,-1.5223064059192415e-21,1.4614990907402598e-20,1.2089247663689662e-10,0.0,5.962513327541491e-09,1.9875044425138304e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.21.30.690.jpk-force-map,map-data-2022.10.29-12.21.30.690.jpk-force-map,0,0.191,14.67850538317155,paraboloid,5e-06,False,,False,6.071928090573664e-08,920.9505916814268,-1.2501536001558614e-11,,0.5,,1.8641059955397972e-20,1.3489580994017034e-21,3.672816493376307e-11,0.9158620392220206,4.677549597561681e-09,1.559183199187227e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.21.30.690.jpk-force-map,map-data-2022.10.29-12.21.30.690.jpk-force-map,1,0.191,14.67850538317155,paraboloid,5e-06,False,,False,5.498026639953783e-08,376.69811484848543,4.6329309707974404e-11,,0.5,,3.885185742432012e-19,1.5150679623237181e-21,3.892387393777395e-11,0.94773242275156,-6.779792187759041e-09,-2.2599307292530135e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.21.30.690.jpk-force-map,map-data-2022.10.29-12.21.30.690.jpk-force-map,3,0.191,14.67850538317155,paraboloid,5e-06,False,,False,5.308615271996849e-08,412.6822123263411,-1.3198189851636392e-11,,0.5,,5.051898165114039e-22,1.1877330157545296e-21,3.446350266230247e-11,0.9601204986456356,1.3765817157044933e-09,4.588605719014978e-10
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.21.30.690.jpk-force-map,map-data-2022.10.29-12.21.30.690.jpk-force-map,2,0.191,14.67850538317155,paraboloid,5e-06,False,,False,-1.0657498640609527e-07,393.0428405694258,1.212231407910746e-10,,0.5,,-1.0984313978382737e-23,7.162001056426703e-21,8.46286066080891e-11,0.7672029842520557,-2.019379668296626e-08,-6.731265560988753e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.21.30.690.jpk-force-map,map-data-2022.10.29-12.21.30.690.jpk-force-map,4,0.191,14.67850538317155,paraboloid,5e-06,False,,False,6.891244315577739e-09,526.1229002614881,3.0523702034720433e-12,,0.5,,-3.654540344937405e-22,1.1050301568407055e-21,3.324199387582979e-11,0.9573362782032877,-9.783644585177187e-10,-3.2612148617257293e-10
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.21.30.690.jpk-force-map,map-data-2022.10.29-12.21.30.690.jpk-force-map,5,0.191,14.67850538317155,paraboloid,5e-06,False,,False,-2.6163211641368552e-08,717.8621863755576,6.101019242131232e-11,,0.5,,6.647285637969837e-20,6.417250597020123e-21,8.010774367700118e-11,0.8302473008873397,3.2523442004067116e-08,1.0841147334689038e-08
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.21.30.690.jpk-force-map,map-data-2022.10.29-12.21.30.690.jpk-force-map,6,0.191,14.67850538317155,paraboloid,5e-06,False,,False,-5.650228626522976e-08,373.216623795837,7.76386504802056e-11,,0.5,,-1.8485975230969125e-22,5.979078197028407e-21,7.732449933254277e-11,0.8552253184225689,1.4581016116122945e-08,4.860338705374315e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.21.30.690.jpk-force-map,map-data-2022.10.29-12.21.30.690.jpk-force-map,7,0.191,14.67850538317155,paraboloid,5e-06,False,,False,-5.113852210993644e-09,778.1532482285005,7.214186097038551e-12,,0.5,,-2.1727631033819223e-21,3.592869864614542e-21,5.994055275533036e-11,0.8494921423212543,-3.8582825321199365e-09,-1.2860941773733122e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.21.30.690.jpk-force-map,map-data-2022.10.29-12.21.30.690.jpk-force-map,8,0.191,14.67850538317155,paraboloid,5e-06,False,,False,4.843566630118701e-08,481.4057821194099,-3.172340009008778e-11,,0.5,,-4.278578290173839e-22,1.559201707398675e-21,3.948672824378686e-11,0.9087118125284163,-1.6276936260591804e-08,-5.425645420197268e-09
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.21.30.690.jpk-force-map,map-data-2022.10.29-12.21.30.690.jpk-force-map,10,0.191,14.67850538317155,paraboloid,5e-06,False,,False,1.532724916296304e-07,1133.7624457218265,-2.9083659067601824e-11,,0.5,,6.097786484144012e-23,9.241681582598068e-22,3.040013418160859e-11,0.9519507725808474,1.3321034801368671e-09,4.4403449337895573e-10
C:/Users/javier.lopez/Downloads/20221029.tar/HeLaDataset_20221029/SFC\map-data-2022.10.29-12.21.30.690.jpk-force-map,map-data-2022.10.29-12.21.30.690.jpk-force-map,9,0.191,14.67850538317155,paraboloid,5e-06,False,,False,6.549402263271812e-08,427.7984377432069,-2.641247766062557e-11,,0.5,,2.2177847946602435e-19,2.1734276143518307e-21,4.662003447394511e-11,0.9199828796290977,6.465181815884029e-09,2.1550606052946764e-09
